split,balance,N,classifier,subject,eer,far_at_frr,frr_at_far
session,fixed,50,Threshold,s031,0.274,0.892,0.9
session,fixed,50,Threshold,s032,0.418,0.9376,0.9899999999999999
session,fixed,50,Threshold,s033,0.11159999999999999,0.9544,0.466
session,fixed,50,Threshold,s034,0.2732,0.9096,0.9359999999999999
session,fixed,50,Threshold,s035,0.2508,0.7807999999999999,0.634
session,fixed,50,Threshold,s036,0.009600000000000003,0.0256,0.014000000000000012
session,fixed,50,Threshold,s037,0.2116,0.8512000000000001,0.976
session,fixed,50,Threshold,s038,0.0748,0.9488,0.174
session,fixed,50,Threshold,s039,0.08719999999999997,0.9400000000000001,0.16999999999999998
session,fixed,50,Threshold,s040,0.14920000000000003,0.9864,0.378
session,fixed,50,Threshold,s041,0.1224,0.6864000000000001,0.552
session,fixed,50,Threshold,s042,0.03320000000000002,0.5528000000000001,0.04600000000000002
session,fixed,50,Threshold,s043,0.02560000000000001,0.756,0.08399999999999999
session,fixed,50,Threshold,s044,0.06240000000000001,0.5096,0.282
session,fixed,50,Threshold,s046,0.1264,0.7968,0.306
session,fixed,50,Threshold,s047,0.29159999999999997,0.9616,0.906
session,fixed,50,Threshold,s048,0.08759999999999998,0.8615999999999999,0.33799999999999997
session,fixed,50,Threshold,s049,0.04320000000000003,0.5471999999999999,0.06799999999999999
session,fixed,50,Threshold,s050,0.17160000000000003,0.8263999999999999,0.6679999999999999
session,fixed,50,Threshold,s051,0.20839999999999997,0.7304,0.924
session,fixed,50,Threshold,s052,0.018000000000000016,0.6808,0.020000000000000018
session,fixed,50,Threshold,s053,0.07039999999999999,0.6712,0.168
session,fixed,50,Threshold,s054,0.1008,0.7527999999999999,0.788
session,fixed,50,Threshold,s055,0.05400000000000003,0.352,0.24600000000000005
session,fixed,50,Threshold,s056,0.1476,0.6320000000000001,0.6980000000000001
session,fixed,50,Threshold,s057,0.2576,0.6616000000000001,0.9560000000000001
session,fixed,50,Linear SVM,s002,0.1996,0.8808,0.8899999999999999
session,fixed,50,Linear SVM,s003,0.05599999999999998,0.26880000000000004,0.23200000000000004
session,fixed,50,Linear SVM,s004,0.078,0.4768,0.43000000000000005
session,fixed,50,Linear SVM,s005,0.10640000000000001,0.35519999999999996,0.8
session,fixed,50,Linear SVM,s007,0.13920000000000002,0.7527999999999999,0.908
session,fixed,50,Linear SVM,s008,0.1608,0.744,0.906
session,fixed,50,Linear SVM,s010,0.03680000000000001,0.19360000000000002,0.534
session,fixed,50,Linear SVM,s011,0.053200000000000025,0.42639999999999995,0.32199999999999995
session,fixed,50,Linear SVM,s012,0.06160000000000001,0.1016,0.6759999999999999
session,fixed,50,Linear SVM,s013,0.0972,0.4824,0.788
session,fixed,50,Linear SVM,s015,0.12120000000000002,0.5791999999999999,0.604
session,fixed,50,Linear SVM,s016,0.1252,0.24960000000000004,0.9480000000000001
session,fixed,50,Linear SVM,s017,0.04080000000000002,0.356,0.20600000000000002
session,fixed,50,Linear SVM,s018,0.08799999999999997,0.5056,0.40199999999999997
session,fixed,50,Linear SVM,s019,0.057600000000000005,0.404,0.752
session,fixed,50,Linear SVM,s020,0.1232,0.40800000000000003,0.858
session,fixed,50,Linear SVM,s021,0.1192,0.7504,0.8160000000000001
session,fixed,50,Linear SVM,s022,0.023200000000000002,0.045599999999999995,0.4740000000000001
session,fixed,50,Linear SVM,s024,0.03960000000000001,0.1232,0.4840000000000001
session,fixed,50,Linear SVM,s025,0.047200000000000006,0.54,0.6180000000000001
session,fixed,50,Linear SVM,s026,0.19719999999999996,0.696,0.9960000000000001
session,fixed,50,Linear SVM,s027,0.09119999999999999,0.4368,0.6859999999999999
session,fixed,50,Linear SVM,s028,0.06520000000000001,0.2504,0.42400000000000004
session,fixed,50,Linear SVM,s029,0.1016,0.6416,0.9240000000000002
session,fixed,50,Linear SVM,s030,0.04320000000000001,0.5192,0.5960000000000001
session,fixed,50,Linear SVM,s031,0.18560000000000001,0.6776,0.952
session,fixed,50,Linear SVM,s032,0.236,0.9279999999999999,0.9179999999999999
session,fixed,50,Linear SVM,s033,0.023200000000000005,0.13040000000000002,0.11200000000000002
session,fixed,50,Linear SVM,s034,0.08639999999999999,0.7792,0.396
session,fixed,50,Linear SVM,s035,0.10719999999999999,0.6023999999999999,0.45
session,fixed,50,Linear SVM,s036,0.006000000000000005,0.016,0.008000000000000007
session,fixed,50,Linear SVM,s037,0.1464,0.5391999999999999,0.952
session,fixed,50,Linear SVM,s038,0.0632,0.9928000000000001,0.694
session,fixed,50,Linear SVM,s039,0.059199999999999996,0.8943999999999999,0.624
session,fixed,50,Linear SVM,s040,0.04800000000000002,0.11839999999999999,0.312
session,fixed,50,Linear SVM,s041,0.053200000000000004,0.1416,0.518
session,fixed,50,Linear SVM,s042,0.019600000000000006,0.164,0.10000000000000002
session,fixed,50,Linear SVM,s043,0.027200000000000002,0.044,0.42400000000000004
session,fixed,50,Linear SVM,s044,0.09439999999999998,0.37039999999999995,0.768
session,fixed,50,Linear SVM,s046,0.09360000000000002,0.42000000000000004,0.8640000000000001
session,fixed,50,Linear SVM,s047,0.09439999999999998,0.808,0.5399999999999999
session,fixed,50,Linear SVM,s048,0.09319999999999998,0.6888,0.9280000000000002
session,fixed,50,Linear SVM,s049,0.0408,0.18719999999999998,0.376
session,fixed,50,Linear SVM,s050,0.1172,0.7776,0.758
session,fixed,50,Linear SVM,s051,0.05240000000000002,0.6016,0.4779999999999999
session,fixed,50,Linear SVM,s052,0.010400000000000006,0.7384000000000001,0.018000000000000016
session,fixed,50,Linear SVM,s053,0.02520000000000001,0.27120000000000005,0.08400000000000003
session,fixed,50,Linear SVM,s054,0.2024,0.6312,0.9940000000000001
session,fixed,50,Linear SVM,s055,0.028000000000000004,0.11840000000000002,0.12
session,fixed,50,Linear SVM,s056,0.05520000000000001,0.31120000000000003,0.372
session,fixed,50,Linear SVM,s057,0.138,0.5824,0.842
session,fixed,50,MLP,s002,0.346,0.9304,0.8539999999999999
session,fixed,50,MLP,s003,0.061999999999999986,0.15839999999999999,0.186
session,fixed,50,MLP,s004,0.15360000000000001,0.8952,0.476
session,fixed,50,MLP,s005,0.07039999999999999,0.176,0.8160000000000001
session,fixed,50,MLP,s007,0.11039999999999998,0.8096,0.6980000000000001
session,fixed,50,MLP,s008,0.21159999999999995,0.7815999999999999,0.9800000000000001
session,fixed,50,MLP,s010,0.11999999999999997,0.6247999999999999,0.708
session,fixed,50,MLP,s011,0.1256,0.7232000000000001,0.7459999999999999
session,fixed,50,MLP,s012,0.09359999999999999,0.35040000000000004,0.954
session,fixed,50,MLP,s013,0.19840000000000002,0.708,0.776
session,fixed,50,MLP,s015,0.12799999999999997,0.6056,0.49399999999999994
session,fixed,50,MLP,s016,0.1488,0.3616,0.9259999999999999
session,fixed,50,MLP,s017,0.04880000000000001,0.5728,0.28
session,fixed,50,MLP,s018,0.16040000000000001,0.9648,0.6599999999999999
session,fixed,50,MLP,s019,0.06120000000000001,0.3,0.682
session,fixed,50,MLP,s020,0.14200000000000002,0.7736,0.8
session,fixed,50,MLP,s021,0.1416,0.8464,0.7979999999999998
session,fixed,50,MLP,s022,0.03320000000000001,0.038400000000000004,0.9480000000000001
session,fixed,50,MLP,s024,0.07479999999999999,0.19039999999999999,0.536
session,fixed,50,MLP,s025,0.07919999999999998,0.7976,0.418
session,fixed,50,MLP,s026,0.13040000000000002,0.5416,0.9219999999999999
session,fixed,50,MLP,s027,0.0988,0.28559999999999997,0.5800000000000001
session,fixed,50,MLP,s028,0.10799999999999998,0.6487999999999999,0.812
session,fixed,50,MLP,s029,0.15560000000000002,0.708,0.748
session,fixed,50,MLP,s030,0.021200000000000017,0.1072,0.08600000000000001
session,fixed,50,MLP,s031,0.26,0.6344000000000001,0.944
session,fixed,50,MLP,s032,0.27280000000000004,0.9656,0.796
session,fixed,50,MLP,s033,0.064,0.13040000000000002,0.622
session,fixed,50,MLP,s034,0.154,0.8752000000000001,0.6379999999999999
session,fixed,50,MLP,s035,0.16720000000000002,0.7128,0.658
session,fixed,50,MLP,s036,0.007200000000000001,0.007200000000000001,0.014000000000000012
session,fixed,50,MLP,s037,0.1704,0.7544,0.876
session,fixed,50,MLP,s038,0.06160000000000003,0.9736,0.376
session,fixed,50,MLP,s039,0.08039999999999999,0.9984,0.66
session,fixed,50,MLP,s040,0.09359999999999999,0.2312,0.7939999999999999
session,fixed,50,MLP,s041,0.09159999999999999,0.2888,0.6599999999999999
session,fixed,50,MLP,s042,0.028800000000000013,0.44560000000000005,0.174
session,fixed,50,MLP,s043,0.05559999999999998,0.148,0.9120000000000001
session,fixed,50,MLP,s044,0.1024,0.6304000000000001,0.8699999999999999
session,fixed,50,MLP,s046,0.09519999999999999,0.41200000000000003,0.93
session,fixed,50,MLP,s047,0.1804,0.9103999999999999,0.6439999999999999
session,fixed,50,MLP,s048,0.14479999999999998,0.7312,0.8220000000000001
session,fixed,50,MLP,s049,0.0632,0.09519999999999999,0.7
session,fixed,50,MLP,s050,0.13920000000000002,0.7896,0.6100000000000001
session,fixed,50,MLP,s051,0.0672,0.6975999999999999,0.22000000000000003
session,fixed,50,MLP,s052,0.021600000000000008,0.1712,0.16799999999999998
session,fixed,50,MLP,s053,0.054800000000000015,0.5424,0.17600000000000002
session,fixed,50,MLP,s054,0.16360000000000002,0.6184000000000001,0.938
session,fixed,50,MLP,s055,0.03680000000000002,0.2824,0.124
session,fixed,50,MLP,s056,0.06240000000000001,0.6256,0.44800000000000006
session,fixed,50,MLP,s057,0.1548,0.5840000000000001,0.514
session,fixed,200,k-NN,s002,0.37426887074548587,1.0,1.0
session,fixed,200,k-NN,s003,0.10461125095129675,0.26399999999999996,1.0
session,fixed,200,k-NN,s004,0.0711035699952344,0.25680000000000003,1.0
session,fixed,200,k-NN,s005,0.05636023769396285,0.1664,1.0
session,fixed,200,k-NN,s007,0.1533309250427811,0.7864000000000001,1.0
session,fixed,200,k-NN,s008,0.105410271045596,0.3952,1.0
session,fixed,200,k-NN,s010,0.05659213409561199,0.164,1.0
session,fixed,200,k-NN,s011,0.07610517904982493,0.4024,1.0
session,fixed,200,k-NN,s012,0.06860561721482528,0.1232,1.0
session,fixed,200,k-NN,s013,0.08186086459670464,0.21759999999999996,1.0
session,fixed,200,k-NN,s015,0.09986507745283368,0.384,1.0
session,fixed,200,k-NN,s016,0.13737926943194684,1.0,0.9339999999999999
session,fixed,200,k-NN,s017,0.05315808329601433,0.5696,1.0
session,fixed,200,k-NN,s018,0.08086376234013884,0.6064,1.0
session,fixed,200,k-NN,s019,0.03211463001845137,0.2792,0.808
session,fixed,200,k-NN,s020,0.10141229706512751,0.74,0.874
session,fixed,200,k-NN,s021,0.11072993128494095,0.3648,1.0
session,fixed,200,k-NN,s022,0.02515930512904917,0.4192,1.0
session,fixed,200,k-NN,s024,0.039011026599223154,0.072,1.0
session,fixed,200,k-NN,s025,0.04374182266982857,0.2832,0.8099999999999999
session,fixed,200,k-NN,s026,0.14393730752342754,0.4648,1.0
session,fixed,200,k-NN,s027,0.0581839909969454,0.1928,1.0
session,fixed,200,k-NN,s028,0.06047817485555318,0.2,0.8160000000000001
session,fixed,200,k-NN,s029,0.11362518847972865,0.47359999999999997,1.0
session,fixed,200,k-NN,s030,0.04276724614237761,0.09999999999999999,1.0
session,fixed,200,k-NN,s031,0.1448494800324381,0.5831999999999999,1.0
session,fixed,200,k-NN,s032,0.21467277311112926,0.8472000000000002,1.0
session,fixed,200,k-NN,s033,0.024884361080714526,0.07360000000000001,0.284
session,fixed,200,k-NN,s034,0.10178185974537199,0.584,1.0
session,fixed,200,k-NN,s035,0.0841849822912734,0.34640000000000004,1.0
session,fixed,200,k-NN,s036,0.009939534309184114,0.0112,0.21000000000000002
session,fixed,200,k-NN,s037,0.16888891717944648,0.5952,1.0
session,fixed,200,k-NN,s038,0.052824681318556874,0.6592,1.0
session,fixed,200,k-NN,s039,0.07276717796092798,0.4784,1.0
session,fixed,200,k-NN,s040,0.03900066194122751,0.2872,0.8219999999999998
session,fixed,200,k-NN,s041,0.08565739192055642,0.6608,1.0
session,fixed,200,k-NN,s042,0.021270137505926993,0.168,0.040000000000000036
session,fixed,200,k-NN,s043,0.038651025444347016,0.0624,1.0
session,fixed,200,k-NN,s044,0.04525425075385198,0.10800000000000001,1.0
session,fixed,200,k-NN,s046,0.10108167274462147,0.46080000000000004,1.0
session,fixed,200,k-NN,s047,0.09560071150843844,0.4295999999999999,0.722
session,fixed,200,k-NN,s048,0.08234097488631216,0.45359999999999995,1.0
session,fixed,200,k-NN,s049,0.03109225354689592,0.0576,1.0
session,fixed,200,k-NN,s050,0.14042862323065608,0.7168,1.0
session,fixed,200,k-NN,s051,0.07083366112283623,0.3768,1.0
session,fixed,200,k-NN,s052,0.01098611474139329,0.020800000000000003,0.40199999999999997
session,fixed,200,k-NN,s053,0.024287698412698427,0.5064,0.808
session,fixed,200,k-NN,s054,0.16558980775331192,0.6904,1.0
session,fixed,200,k-NN,s055,0.046456650435046286,0.10800000000000001,1.0
session,fixed,200,k-NN,s056,0.059189456543045436,0.27680000000000005,1.0
session,fixed,200,k-NN,s057,0.09589136557750809,0.4264,1.0
session,fixed,200,LDA,s002,0.2068,0.8568,0.866
session,fixed,200,LDA,s003,0.0352,0.0784,0.24000000000000005
session,fixed,200,LDA,s004,0.08399999999999996,0.296,0.612
session,fixed,200,LDA,s005,0.08879999999999996,0.3423999999999999,0.8220000000000001
session,fixed,200,LDA,s007,0.1448,0.6912,0.9059999999999999
session,fixed,200,LDA,s008,0.1588,0.6408,0.954
session,fixed,200,LDA,s010,0.04240000000000001,0.1824,0.5539999999999999
session,fixed,200,LDA,s011,0.056000000000000015,0.32480000000000003,0.36799999999999994
session,fixed,200,LDA,s012,0.0624,0.1112,0.7739999999999999
session,fixed,200,LDA,s013,0.0748,0.26399999999999996,0.7739999999999999
session,fixed,200,LDA,s015,0.14800000000000002,0.5048,0.7380000000000001
session,fixed,200,LDA,s016,0.09159999999999999,0.164,0.9199999999999999
session,fixed,200,LDA,s017,0.041600000000000005,0.288,0.294
session,fixed,200,LDA,s018,0.09,0.3976,0.502
session,fixed,200,LDA,s019,0.06840000000000002,0.27999999999999997,0.782
session,fixed,200,LDA,s020,0.1312,0.3304,0.866
session,fixed,200,LDA,s021,0.1348,0.6007999999999999,0.908
session,fixed,200,LDA,s022,0.020800000000000006,0.028000000000000004,0.354
session,fixed,200,LDA,s024,0.036800000000000006,0.1048,0.312
session,fixed,200,LDA,s025,0.027200000000000002,0.13679999999999998,0.4700000000000001
session,fixed,200,LDA,s026,0.19400000000000003,0.6416,1.0
session,fixed,200,LDA,s027,0.08480000000000001,0.5279999999999999,0.6519999999999999
session,fixed,200,LDA,s028,0.07159999999999998,0.20800000000000002,0.57
session,fixed,200,LDA,s029,0.09679999999999998,0.38639999999999997,0.738
session,fixed,200,LDA,s030,0.03680000000000001,0.8256,0.65
session,fixed,200,LDA,s031,0.18080000000000002,0.7295999999999999,0.8400000000000001
session,fixed,200,LDA,s032,0.22679999999999997,0.8343999999999999,0.9739999999999999
session,fixed,200,LDA,s033,0.0248,0.05600000000000001,0.184
session,fixed,200,LDA,s034,0.0624,0.5736,0.418
session,fixed,200,LDA,s035,0.11239999999999999,0.5808000000000001,0.7959999999999999
session,fixed,200,LDA,s036,0.0,0.0,0.0
session,fixed,200,LDA,s037,0.138,0.5232,0.9480000000000001
session,fixed,200,LDA,s038,0.060799999999999986,0.9936,0.55
session,fixed,200,LDA,s039,0.05160000000000002,0.3504,0.792
session,fixed,200,LDA,s040,0.04160000000000001,0.0736,0.22400000000000003
session,fixed,200,LDA,s041,0.04840000000000002,0.0736,0.7939999999999999
session,fixed,200,LDA,s042,0.019200000000000012,0.11600000000000002,0.040000000000000015
session,fixed,200,LDA,s043,0.02160000000000001,0.0288,0.28200000000000003
session,fixed,200,LDA,s044,0.09279999999999998,0.3464,0.7060000000000001
session,fixed,200,LDA,s046,0.0948,0.3192,0.834
session,fixed,200,LDA,s047,0.0924,0.5944,0.434
session,fixed,200,LDA,s048,0.11679999999999999,0.708,0.9940000000000001
session,fixed,200,LDA,s049,0.05160000000000002,0.26399999999999996,0.592
session,fixed,200,LDA,s050,0.0996,0.64,0.756
session,fixed,200,LDA,s051,0.07039999999999996,0.5719999999999998,0.6559999999999999
session,fixed,200,LDA,s052,0.010800000000000006,0.44000000000000006,0.014000000000000012
session,fixed,200,LDA,s053,0.026000000000000006,0.2944,0.26399999999999996
session,fixed,200,LDA,s054,0.23279999999999998,0.7024000000000001,1.0
session,fixed,200,LDA,s055,0.027600000000000006,0.07680000000000001,0.33
session,fixed,200,LDA,s056,0.05520000000000003,0.23840000000000003,0.404
session,fixed,200,LDA,s057,0.1216,0.3824,0.794
session,fixed,200,Threshold,s002,0.47400000000000003,0.9016,0.6719999999999999
session,fixed,200,Threshold,s003,0.3499999999999999,0.8824,0.986
session,fixed,200,Threshold,s004,0.11439999999999999,0.6616,0.6279999999999999
session,fixed,200,Threshold,s005,0.04200000000000004,0.19920000000000002,0.184
session,fixed,200,Threshold,s007,0.1676,0.8048,0.9179999999999999
session,fixed,200,Threshold,s008,0.15000000000000002,0.6584000000000001,0.6859999999999999
session,fixed,200,Threshold,s010,0.04280000000000002,0.2136,0.18
session,fixed,200,Threshold,s011,0.2408,0.7495999999999998,0.884
session,fixed,200,Threshold,s012,0.08799999999999997,0.24159999999999998,0.262
session,fixed,200,Threshold,s013,0.1368,0.45200000000000007,0.518
session,fixed,200,Threshold,s015,0.22119999999999998,0.5896,0.95
session,fixed,200,Threshold,s016,0.03480000000000001,0.08320000000000001,0.13599999999999998
session,fixed,200,Threshold,s017,0.039200000000000026,0.4824,0.21599999999999997
session,fixed,200,Threshold,s018,0.21200000000000002,0.9960000000000001,0.774
session,fixed,200,Threshold,s019,0.04480000000000002,0.2088,0.08599999999999997
session,fixed,200,Threshold,s020,0.2364,0.908,0.784
session,fixed,200,Threshold,s021,0.118,0.5376000000000001,0.426
session,fixed,200,Threshold,s022,0.014400000000000005,0.0976,0.042000000000000016
session,fixed,200,Threshold,s024,0.04480000000000002,0.07440000000000001,0.11399999999999999
session,fixed,200,Threshold,s025,0.06999999999999998,0.7751999999999999,0.144
session,fixed,200,Threshold,s026,0.07119999999999997,0.3383999999999999,0.174
session,fixed,200,Threshold,s027,0.07519999999999996,0.708,0.25
session,fixed,200,Threshold,s028,0.03920000000000001,0.2656,0.198
session,fixed,200,Threshold,s029,0.1336,0.672,0.3999999999999999
session,fixed,200,Threshold,s030,0.08399999999999996,0.9792,0.192
session,fixed,200,Threshold,s031,0.2776,0.8695999999999999,0.916
session,fixed,200,Threshold,s032,0.4144,0.9256,0.994
session,fixed,200,Threshold,s033,0.088,0.7176,0.40800000000000003
session,fixed,200,Threshold,s034,0.2872,0.844,0.9560000000000001
session,fixed,200,Threshold,s035,0.2596,0.7088000000000001,0.6880000000000001
session,fixed,200,Threshold,s036,0.007600000000000001,0.008799999999999999,0.006000000000000005
session,fixed,200,Threshold,s037,0.2132,0.8096,0.978
session,fixed,200,Threshold,s038,0.0668,0.9416,0.14600000000000002
session,fixed,200,Threshold,s039,0.07999999999999997,0.9096,0.17
session,fixed,200,Threshold,s040,0.13720000000000002,0.9888,0.39399999999999996
session,fixed,200,Threshold,s041,0.10639999999999998,0.6176,0.48600000000000004
session,fixed,200,Threshold,s042,0.02840000000000002,0.29039999999999994,0.038000000000000034
session,fixed,200,Threshold,s043,0.02760000000000002,0.6008000000000001,0.08999999999999997
session,fixed,200,Threshold,s044,0.06160000000000001,0.37679999999999997,0.29
session,fixed,200,Threshold,s046,0.1196,0.6888000000000001,0.274
session,fixed,200,Threshold,s047,0.2852,0.9192,0.9
session,fixed,200,Threshold,s048,0.08039999999999999,0.876,0.282
session,fixed,200,Threshold,s049,0.050000000000000044,0.7088000000000001,0.07400000000000002
session,fixed,200,Threshold,s050,0.174,0.7984,0.718
session,fixed,200,Threshold,s051,0.22359999999999997,0.696,0.95
session,fixed,200,Threshold,s052,0.010400000000000006,0.4224,0.01200000000000001
session,fixed,200,Threshold,s053,0.07599999999999998,0.6312,0.138
