seed,subject,requested_components,actual_components,explained_variance,explained_variance_pct
1,30,150,150,0.9766587579426241,97.66587579426242
1,31,10,10,0.6023995235398879,60.23995235398879
1,31,20,20,0.7083306167774834,70.83306167774835
1,31,40,40,0.8103191847900426,81.03191847900426
1,31,80,80,0.9038750927653452,90.38750927653452
1,31,150,150,0.9766047681489407,97.66047681489407
1,32,10,10,0.600953426733369,60.0953426733369
1,32,20,20,0.7078037742815053,70.78037742815053
1,32,40,40,0.8099300982955293,80.99300982955293
1,32,80,80,0.9035858108153516,90.35858108153516
1,32,150,150,0.9765698872250628,97.65698872250627
1,33,10,10,0.6023489517928636,60.23489517928636
1,33,20,20,0.7098534490874097,70.98534490874097
1,33,40,40,0.8118425596518544,81.18425596518544
1,33,80,80,0.9046058304165433,90.46058304165433
1,33,150,150,0.9766976720215709,97.66976720215709
1,34,10,10,0.6037740115129321,60.377401151293206
1,34,20,20,0.7106367480940025,71.06367480940024
1,34,40,40,0.8125624777937837,81.25624777937837
1,34,80,80,0.9047688028467066,90.47688028467066
1,34,150,150,0.9766768796075763,97.66768796075763
1,35,10,10,0.6026214665505046,60.262146655050465
1,35,20,20,0.7093299301553351,70.93299301553351
1,35,40,40,0.8120982778949556,81.20982778949556
1,35,80,80,0.904634945654188,90.4634945654188
1,35,150,150,0.9767892252226853,97.67892252226854
1,36,10,10,0.6008139343109494,60.081393431094945
1,36,20,20,0.7088949517551532,70.88949517551532
1,36,40,40,0.8117394483140868,81.17394483140869
1,36,80,80,0.904701500272187,90.4701500272187
1,36,150,150,0.9767988097009356,97.67988097009356
1,37,10,10,0.6015437789335591,60.154377893355914
1,37,20,20,0.7097010146374284,70.97010146374284
1,37,40,40,0.812446596026846,81.24465960268459
1,37,80,80,0.9049911010805116,90.49911010805116
1,37,150,150,0.9768284216172755,97.68284216172755
1,38,10,10,0.6006880956404232,60.068809564042326
1,38,20,20,0.7090323757006328,70.90323757006328
1,38,40,40,0.8117662307797997,81.17662307797997
1,38,80,80,0.9046885777880294,90.46885777880294
1,38,150,150,0.9768334780456382,97.68334780456382
1,39,10,10,0.6006487634333222,60.064876343332216
1,39,20,20,0.7085635096020165,70.85635096020165
1,39,40,40,0.811202610933961,81.1202610933961
1,39,80,80,0.9040443455062386,90.40443455062386
1,39,150,150,0.9766086678446881,97.66086678446881
1,40,10,10,0.6002279518053885,60.02279518053884
1,40,20,20,0.7081707232381829,70.81707232381828
1,40,40,40,0.8110609226299739,81.1060922629974
1,40,80,80,0.9037692201412195,90.37692201412196
1,40,150,150,0.9765252316214084,97.65252316214084
2,1,10,10,0.602264926562254,60.2264926562254
2,1,20,20,0.7119799550711307,71.19799550711306
2,1,40,40,0.8129957642351868,81.29957642351869
2,1,80,80,0.9060179639475048,90.60179639475048
2,1,150,150,0.9774097774656587,97.74097774656587
2,2,10,10,0.6019938343271516,60.19938343271516
2,2,20,20,0.7111873193545013,71.11873193545013
2,2,40,40,0.8120967529616988,81.20967529616988
2,2,80,80,0.905147905007736,90.5147905007736
2,2,150,150,0.9771094013276356,97.71094013276355
2,3,10,10,0.6012907697616111,60.12907697616111
2,3,20,20,0.7105223787570814,71.05223787570813
2,3,40,40,0.8114239068188858,81.14239068188857
2,3,80,80,0.904762100123901,90.4762100123901
2,3,150,150,0.9770548246282372,97.70548246282372
2,4,10,10,0.60216996327455,60.216996327455
2,4,20,20,0.7113331509580016,71.13331509580017
2,4,40,40,0.8122905941673391,81.2290594167339
2,4,80,80,0.9052232503453908,90.52232503453908
2,4,150,150,0.9771392002712154,97.71392002712153
2,5,10,10,0.6028542475826624,60.28542475826624
2,5,20,20,0.7113540877453918,71.13540877453917
2,5,40,40,0.8128759644719751,81.2875964471975
2,5,80,80,0.9057479680242858,90.57479680242858
2,5,150,150,0.9774626946370953,97.74626946370954
2,6,10,10,0.6022000728599771,60.22000728599771
2,6,20,20,0.7109019104633283,71.09019104633283
2,6,40,40,0.812625267292679,81.2625267292679
2,6,80,80,0.905747166961453,90.5747166961453
2,6,150,150,0.9774300884144922,97.74300884144922
2,7,10,10,0.6010899742401029,60.10899742401029
2,7,20,20,0.7102722510112659,71.02722510112659
2,7,40,40,0.8120730432898704,81.20730432898704
2,7,80,80,0.9055868736845111,90.5586873684511
2,7,150,150,0.9774061066218747,97.74061066218746
2,8,10,10,0.6026857892056494,60.26857892056494
2,8,20,20,0.7106514762420412,71.06514762420412
2,8,40,40,0.8128794810066312,81.28794810066312
2,8,80,80,0.9059413464132837,90.59413464132837
2,8,150,150,0.9776664119897863,97.76664119897863
2,9,10,10,0.601442130113897,60.1442130113897
